    Product_Category       Date Order_Demand
145     Category_019 2014-10-05     16152810
146     Category_019 2014-10-12     14752541
147     Category_019 2014-10-19     17209206
148     Category_019 2014-10-26     19104484
149     Category_019 2014-11-02     17641861
150     Category_019 2014-11-09     17795095
151     Category_019 2014-11-16     17593505
152     Category_019 2014-11-23     18745836
153     Category_019 2014-11-30     25166340
154     Category_019 2014-12-07     19292290
155     Category_019 2014-12-14     18539796
156     Category_019 2014-12-21     12851387
157     Category_019 2014-12-28      3190812
158     Category_019 2015-01-04     24389498
159     Category_019 2015-01-11     18032022
160     Category_019 2015-01-18     20183321
161     Category_019 2015-01-25     21924884
162     Category_019 2015-02-01     18824574
163     Category_019 2015-02-08     18487562
164     Category_019 2015-02-15     15709019
165     Category_019 2015-02-22     15812086
166     Category_019 2015-03-01     17741885
167     Category_019 2015-03-08     20796635
168     Category_019 2015-03-15     15768104
169     Category_019 2015-03-22     21000341
170     Category_019 2015-03-29     21279928
171     Category_019 2015-04-05     15496156
172     Category_019 2015-04-12     15304333
173     Category_019 2015-04-19     19363538
174     Category_019 2015-04-26     15527758
175     Category_019 2015-05-03     12662589
176     Category_019 2015-05-10     16339273
177     Category_019 2015-05-17     20023111
178     Category_019 2015-05-24     16285277
179     Category_019 2015-05-31     15747828
180     Category_019 2015-06-07     17500917
181     Category_019 2015-06-14     17203942
182     Category_019 2015-06-21     17706355
183     Category_019 2015-06-28     25211183
184     Category_019 2015-07-05     14933777
185     Category_019 2015-07-12     19638789
186     Category_019 2015-07-19     16744063
187     Category_019 2015-07-26     20282635
188     Category_019 2015-08-02     20701464
189     Category_019 2015-08-09      7993991
190     Category_019 2015-08-16     19998267
191     Category_019 2015-08-23     14620684
192     Category_019 2015-08-30     21011304
193     Category_019 2015-09-06     19276603
194     Category_019 2015-09-13     14493115
195     Category_019 2015-09-20      9469484
196     Category_019 2015-09-27     19168283
197     Category_019 2015-10-04     20262454
198     Category_019 2015-10-11     15761527
199     Category_019 2015-10-18     15435767
200     Category_019 2015-10-25     15797656
201     Category_019 2015-11-01     14432907
202     Category_019 2015-11-08     15567490
203     Category_019 2015-11-15     16954444
204     Category_019 2015-11-22     14039200
205     Category_019 2015-11-29     18149258
206     Category_019 2015-12-06     19085739
207     Category_019 2015-12-13     17385033
208     Category_019 2015-12-20     14239107
209     Category_019 2015-12-27      7350998
210     Category_019 2016-01-03     16914266
211     Category_019 2016-01-10     17439213
212     Category_019 2016-01-17     19041651
213     Category_019 2016-01-24     12308274
214     Category_019 2016-01-31     18963210
215     Category_019 2016-02-07     10464392
216     Category_019 2016-02-14     12611772
217     Category_019 2016-02-21     13670173
218     Category_019 2016-02-28     18570315
219     Category_019 2016-03-06     16047002
220     Category_019 2016-03-13     20168838
221     Category_019 2016-03-20     14117064
222     Category_019 2016-03-27     16351736
223     Category_019 2016-04-03     16298618
224     Category_019 2016-04-10     14419089
225     Category_019 2016-04-17     16363229
226     Category_019 2016-04-24     13405741
227     Category_019 2016-05-01      9636963
228     Category_019 2016-05-08     18456110
229     Category_019 2016-05-15     15869474
230     Category_019 2016-05-22     16641908
231     Category_019 2016-05-29     16012034
232     Category_019 2016-06-05     15142555
233     Category_019 2016-06-12     12011557
234     Category_019 2016-06-19     15573466
235     Category_019 2016-06-26     17800484
236     Category_019 2016-07-03     19060642
237     Category_019 2016-07-10     14469315
238     Category_019 2016-07-17     14626519
239     Category_019 2016-07-24     23214084
240     Category_019 2016-07-31     17691749
241     Category_019 2016-08-07     12022160
242     Category_019 2016-08-14     11480016
243     Category_019 2016-08-21     15421303
244     Category_019 2016-08-28     15245060
245     Category_019 2016-09-04     14014417
246     Category_019 2016-09-11     12774541
247     Category_019 2016-09-18     11545493
248     Category_019 2016-09-25     19288874
249     Category_019 2016-10-02     14267335
250     Category_019 2016-10-09     17711158
251     Category_019 2016-10-16     18111904
252     Category_019 2016-10-23     16125720
253     Category_019 2016-10-30     15478625
254     Category_019 2016-11-06     17939514
255     Category_019 2016-11-13     16303251
256     Category_019 2016-11-20     17053998
257     Category_019 2016-11-27     20253370
258     Category_019 2016-12-04     18314466
259     Category_019 2016-12-11     16450229
260     Category_019 2016-12-18     15482871
261     Category_019 2016-12-25      7239676
