    Product_Category       Date Order_Demand
97      Category_005 2013-11-03       751525
98      Category_005 2013-11-10       602300
99      Category_005 2013-11-17       713775
100     Category_005 2013-11-24       662645
101     Category_005 2013-12-01       843720
102     Category_005 2013-12-08       911675
103     Category_005 2013-12-15       834775
104     Category_005 2013-12-22       557420
105     Category_005 2013-12-29       347800
106     Category_005 2014-01-05       903025
107     Category_005 2014-01-12      1074475
108     Category_005 2014-01-19       863510
109     Category_005 2014-01-26       681920
110     Category_005 2014-02-02       628550
111     Category_005 2014-02-09       630350
112     Category_005 2014-02-16       907145
113     Category_005 2014-02-23       769130
114     Category_005 2014-03-02       844475
115     Category_005 2014-03-09       832905
116     Category_005 2014-03-16       839365
117     Category_005 2014-03-23      1012535
118     Category_005 2014-03-30       757210
119     Category_005 2014-04-06       811170
120     Category_005 2014-04-13      1154225
121     Category_005 2014-04-20       607900
122     Category_005 2014-04-27       741775
123     Category_005 2014-05-04       689350
124     Category_005 2014-05-11       790950
125     Category_005 2014-05-18       872680
126     Category_005 2014-05-25       862070
127     Category_005 2014-06-01       788450
128     Category_005 2014-06-08       814910
129     Category_005 2014-06-15       869390
130     Category_005 2014-06-22       584370
131     Category_005 2014-06-29      1025675
132     Category_005 2014-07-06       879410
133     Category_005 2014-07-13       553650
134     Category_005 2014-07-20       639925
135     Category_005 2014-07-27       957875
136     Category_005 2014-08-03       742780
137     Category_005 2014-08-10       455550
138     Category_005 2014-08-17       966470
139     Category_005 2014-08-24       671025
140     Category_005 2014-08-31       761565
141     Category_005 2014-09-07       943040
142     Category_005 2014-09-14       849810
143     Category_005 2014-09-21       735695
144     Category_005 2014-09-28      1537490
145     Category_005 2014-10-05       733550
146     Category_005 2014-10-12       666000
147     Category_005 2014-10-19       863650
148     Category_005 2014-10-26      1138615
149     Category_005 2014-11-02       731050
150     Category_005 2014-11-09       864460
151     Category_005 2014-11-16      1246810
152     Category_005 2014-11-23      1177510
153     Category_005 2014-11-30       951850
154     Category_005 2014-12-07       907620
155     Category_005 2014-12-14      1007165
156     Category_005 2014-12-21       740970
157     Category_005 2014-12-28       400500
158     Category_005 2015-01-04      1447635
159     Category_005 2015-01-11      1953800
160     Category_005 2015-01-18       798735
161     Category_005 2015-01-25       665275
162     Category_005 2015-02-01      1009110
163     Category_005 2015-02-08      1339450
164     Category_005 2015-02-15      1204590
165     Category_005 2015-02-22      1158915
166     Category_005 2015-03-01       900045
167     Category_005 2015-03-08       972025
168     Category_005 2015-03-15       946140
169     Category_005 2015-03-22      1505760
170     Category_005 2015-03-29      1138650
171     Category_005 2015-04-05       860060
172     Category_005 2015-04-12       853400
173     Category_005 2015-04-19       804770
174     Category_005 2015-04-26       704060
175     Category_005 2015-05-03       487575
176     Category_005 2015-05-10       802210
177     Category_005 2015-05-17       758725
178     Category_005 2015-05-24       901875
179     Category_005 2015-05-31       703250
180     Category_005 2015-06-07       719010
181     Category_005 2015-06-14      1022580
182     Category_005 2015-06-21       617855
183     Category_005 2015-06-28       866850
184     Category_005 2015-07-05       617320
185     Category_005 2015-07-12       599645
186     Category_005 2015-07-19       962260
187     Category_005 2015-07-26      1013550
188     Category_005 2015-08-02       622545
189     Category_005 2015-08-09       267200
190     Category_005 2015-08-16      1139615
191     Category_005 2015-08-23       492135
192     Category_005 2015-08-30      1165380
193     Category_005 2015-09-06       543405
194     Category_005 2015-09-13       676350
195     Category_005 2015-09-20      1027085
196     Category_005 2015-09-27       758635
197     Category_005 2015-10-04       669950
198     Category_005 2015-10-11       838350
199     Category_005 2015-10-18       671845
200     Category_005 2015-10-25       911595
201     Category_005 2015-11-01       590225
202     Category_005 2015-11-08       558855
203     Category_005 2015-11-15      1192210
204     Category_005 2015-11-22       762810
205     Category_005 2015-11-29      1109400
206     Category_005 2015-12-06       860610
207     Category_005 2015-12-13       603960
208     Category_005 2015-12-20      1051625
209     Category_005 2015-12-27       409750
210     Category_005 2016-01-03      1110580
211     Category_005 2016-01-10       824430
212     Category_005 2016-01-17       843620
213     Category_005 2016-01-24       683975
214     Category_005 2016-01-31       742400
215     Category_005 2016-02-07       516160
216     Category_005 2016-02-14       898075
217     Category_005 2016-02-21       676730
218     Category_005 2016-02-28       975890
219     Category_005 2016-03-06       595100
220     Category_005 2016-03-13       866785
221     Category_005 2016-03-20       718500
222     Category_005 2016-03-27       933530
223     Category_005 2016-04-03       612525
224     Category_005 2016-04-10       768860
225     Category_005 2016-04-17       897450
226     Category_005 2016-04-24       731775
227     Category_005 2016-05-01       545700
228     Category_005 2016-05-08       715425
229     Category_005 2016-05-15       798760
230     Category_005 2016-05-22       830910
231     Category_005 2016-05-29       919825
232     Category_005 2016-06-05       456575
233     Category_005 2016-06-12       453330
234     Category_005 2016-06-19       672170
235     Category_005 2016-06-26       767600
236     Category_005 2016-07-03       503710
237     Category_005 2016-07-10       806500
238     Category_005 2016-07-17       445365
239     Category_005 2016-07-24       656650
240     Category_005 2016-07-31       599825
241     Category_005 2016-08-07       390200
242     Category_005 2016-08-14       850425
243     Category_005 2016-08-21       706975
244     Category_005 2016-08-28       876365
245     Category_005 2016-09-04       469325
246     Category_005 2016-09-11       620725
247     Category_005 2016-09-18       512075
248     Category_005 2016-09-25      1042875
249     Category_005 2016-10-02       689560
250     Category_005 2016-10-09       781300
251     Category_005 2016-10-16       770105
252     Category_005 2016-10-23       628510
253     Category_005 2016-10-30       844650
254     Category_005 2016-11-06       712875
255     Category_005 2016-11-13       817930
256     Category_005 2016-11-20       679960
257     Category_005 2016-11-27      1325895
258     Category_005 2016-12-04       717675
259     Category_005 2016-12-11       666700
260     Category_005 2016-12-18       702800
261     Category_005 2016-12-25       853100
