    Product_Category       Date Order_Demand
94      Category_028 2013-10-13        95908
95      Category_028 2013-10-20       201013
96      Category_028 2013-10-27       283894
97      Category_028 2013-11-03       128988
98      Category_028 2013-11-10       228473
99      Category_028 2013-11-17       171975
100     Category_028 2013-11-24       145906
101     Category_028 2013-12-01       264977
102     Category_028 2013-12-08       128454
103     Category_028 2013-12-15       117249
104     Category_028 2013-12-22       141228
105     Category_028 2013-12-29       133804
106     Category_028 2014-01-05       166437
107     Category_028 2014-01-12       199690
108     Category_028 2014-01-19       143576
109     Category_028 2014-01-26        81957
110     Category_028 2014-02-02       142367
111     Category_028 2014-02-09       141675
112     Category_028 2014-02-16       410440
113     Category_028 2014-02-23       207489
114     Category_028 2014-03-02       250156
115     Category_028 2014-03-09       299862
116     Category_028 2014-03-16       123067
117     Category_028 2014-03-23       257540
118     Category_028 2014-03-30       247338
119     Category_028 2014-04-06       133000
120     Category_028 2014-04-13       212576
121     Category_028 2014-04-20        96969
122     Category_028 2014-04-27        77824
123     Category_028 2014-05-04       162910
124     Category_028 2014-05-11       151747
125     Category_028 2014-05-18       191714
126     Category_028 2014-05-25       211403
127     Category_028 2014-06-01       113115
128     Category_028 2014-06-08       101798
129     Category_028 2014-06-15       190653
130     Category_028 2014-06-22        99371
131     Category_028 2014-06-29       161578
132     Category_028 2014-07-06       154483
133     Category_028 2014-07-13       107946
134     Category_028 2014-07-20       225157
135     Category_028 2014-07-27        69773
136     Category_028 2014-08-03       162387
137     Category_028 2014-08-10        99669
138     Category_028 2014-08-17       212734
139     Category_028 2014-08-24       249657
140     Category_028 2014-08-31       169043
141     Category_028 2014-09-07       223737
142     Category_028 2014-09-14       286795
143     Category_028 2014-09-21       114959
144     Category_028 2014-09-28       221761
145     Category_028 2014-10-05       338445
146     Category_028 2014-10-12        97176
147     Category_028 2014-10-19       184423
148     Category_028 2014-10-26       137260
149     Category_028 2014-11-02       342327
150     Category_028 2014-11-09       294114
151     Category_028 2014-11-16        75891
152     Category_028 2014-11-23       666541
153     Category_028 2014-11-30       265079
154     Category_028 2014-12-07       250671
155     Category_028 2014-12-14       105554
156     Category_028 2014-12-21        49218
157     Category_028 2014-12-28        87152
158     Category_028 2015-01-04       369270
159     Category_028 2015-01-11       132603
160     Category_028 2015-01-18       215319
161     Category_028 2015-01-25       169294
162     Category_028 2015-02-01       138777
163     Category_028 2015-02-08       155203
164     Category_028 2015-02-15       160135
165     Category_028 2015-02-22       265867
166     Category_028 2015-03-01       215862
167     Category_028 2015-03-08       157108
168     Category_028 2015-03-15       341536
169     Category_028 2015-03-22       167008
170     Category_028 2015-03-29       316416
171     Category_028 2015-04-05       241622
172     Category_028 2015-04-12       258752
173     Category_028 2015-04-19       206003
174     Category_028 2015-04-26       142290
175     Category_028 2015-05-03       189658
176     Category_028 2015-05-10       205587
177     Category_028 2015-05-17       168690
178     Category_028 2015-05-24        60576
179     Category_028 2015-05-31        77575
180     Category_028 2015-06-07       188338
181     Category_028 2015-06-14       738588
182     Category_028 2015-06-21       150392
183     Category_028 2015-06-28       139888
184     Category_028 2015-07-05       106548
185     Category_028 2015-07-12       177800
186     Category_028 2015-07-19        65976
187     Category_028 2015-07-26       357609
188     Category_028 2015-08-02       195193
189     Category_028 2015-08-09        88704
190     Category_028 2015-08-16       264795
191     Category_028 2015-08-23        75082
192     Category_028 2015-08-30       148934
193     Category_028 2015-09-06       177147
194     Category_028 2015-09-13       154514
195     Category_028 2015-09-20       109435
196     Category_028 2015-09-27       238830
197     Category_028 2015-10-04       171944
198     Category_028 2015-10-11       163344
199     Category_028 2015-10-18       256200
200     Category_028 2015-10-25       330083
201     Category_028 2015-11-01       151900
202     Category_028 2015-11-08       264817
203     Category_028 2015-11-15       308326
204     Category_028 2015-11-22       220656
205     Category_028 2015-11-29       171359
206     Category_028 2015-12-06       153836
207     Category_028 2015-12-13       175820
208     Category_028 2015-12-20      1446679
209     Category_028 2015-12-27        97059
210     Category_028 2016-01-03       130215
211     Category_028 2016-01-10        57008
212     Category_028 2016-01-17       171096
213     Category_028 2016-01-24       147361
214     Category_028 2016-01-31       141564
215     Category_028 2016-02-07       186984
216     Category_028 2016-02-14       169375
217     Category_028 2016-02-21        66572
218     Category_028 2016-02-28        79122
219     Category_028 2016-03-06        93545
220     Category_028 2016-03-13       413691
221     Category_028 2016-03-20        51509
222     Category_028 2016-03-27       317813
223     Category_028 2016-04-03       193737
224     Category_028 2016-04-10       285831
225     Category_028 2016-04-17        83444
226     Category_028 2016-04-24       213747
227     Category_028 2016-05-01       330586
228     Category_028 2016-05-08       110350
229     Category_028 2016-05-15       310205
230     Category_028 2016-05-22       178177
231     Category_028 2016-05-29       154225
232     Category_028 2016-06-05       177296
233     Category_028 2016-06-12       219796
234     Category_028 2016-06-19       115786
235     Category_028 2016-06-26       278813
236     Category_028 2016-07-03       536732
237     Category_028 2016-07-10       188817
238     Category_028 2016-07-17       128373
239     Category_028 2016-07-24        81320
240     Category_028 2016-07-31       152737
241     Category_028 2016-08-07        66329
242     Category_028 2016-08-14       504021
243     Category_028 2016-08-21       264275
244     Category_028 2016-08-28       138669
245     Category_028 2016-09-04        76829
246     Category_028 2016-09-11       659652
247     Category_028 2016-09-18        96980
248     Category_028 2016-09-25        98551
249     Category_028 2016-10-02       165424
250     Category_028 2016-10-09       389917
251     Category_028 2016-10-16       123286
252     Category_028 2016-10-23        96351
253     Category_028 2016-10-30       103490
254     Category_028 2016-11-06        88217
255     Category_028 2016-11-13       134483
256     Category_028 2016-11-20       109488
257     Category_028 2016-11-27       160560
258     Category_028 2016-12-04       133733
259     Category_028 2016-12-11        94802
260     Category_028 2016-12-18        62418
261     Category_028 2016-12-25        10986
