    Product_Category       Date Order_Demand
221     Category_007 2016-03-20       404700
222     Category_007 2016-03-27       945684
223     Category_007 2016-04-03      1006405
224     Category_007 2016-04-10       222184
225     Category_007 2016-04-17       634971
226     Category_007 2016-04-24       932460
227     Category_007 2016-05-01        42190
228     Category_007 2016-05-08       329656
229     Category_007 2016-05-15       128521
230     Category_007 2016-05-22       151914
231     Category_007 2016-05-29       392121
232     Category_007 2016-06-05       490072
233     Category_007 2016-06-12       124529
234     Category_007 2016-06-19        98871
235     Category_007 2016-06-26      1423012
236     Category_007 2016-07-03       445709
237     Category_007 2016-07-10       488001
238     Category_007 2016-07-17       201057
239     Category_007 2016-07-24       739498
240     Category_007 2016-07-31       258341
241     Category_007 2016-08-07       225740
242     Category_007 2016-08-14       186648
243     Category_007 2016-08-21       355509
244     Category_007 2016-08-28       776558
245     Category_007 2016-09-04       767182
246     Category_007 2016-09-11        75297
247     Category_007 2016-09-18       345613
248     Category_007 2016-09-25       868491
249     Category_007 2016-10-02       292662
250     Category_007 2016-10-09       190060
251     Category_007 2016-10-16       326094
252     Category_007 2016-10-23       922321
253     Category_007 2016-10-30       206650
254     Category_007 2016-11-06       441421
255     Category_007 2016-11-13       249135
256     Category_007 2016-11-20       256320
257     Category_007 2016-11-27       431547
258     Category_007 2016-12-04       233376
259     Category_007 2016-12-11       314232
260     Category_007 2016-12-18       741318
261     Category_007 2016-12-25        97993
