;index;user_id;user_started_date;monthly_price;coverage_types_selected;coverages_selected;area
43;5178;aa6af6c3e8bb16f34dfee6d9105c012b46a8e630;2019-04-01 10:02:42.151;99.0;['NAMOB', 'NACOM'];['Mobiltelefon', 'Computer & tablet'];Vestsjælland
44;28676;4c3c3b4279e514b31e1c22122cb59cb97113203c;2020-06-30 22:00:00.000;155.0;['HealthDentalType', 'NLIAB', 'HealthPermanentInjuryType', 'NTHFT', 'GlassBreakageType'];['Tandskade', 'Ansvar', 'Varigt men', 'Tyveri og Hærværk', 'Glas & Sanitet'];Østjylland
45;22255;05f5ac41596d54cdaf40a7f753007f7859ffaa6b;2019-12-13 23:00:00.000;25.0;['NLIAB', 'HovdingType', 'HealthDentalType'];['Ansvar', 'Hövding', 'Tandskade'];København
46;27138;b494d35a7e8426e049afbeeecd782ed4396e33aa;2020-04-04 12:07:47.278;108.0;['NBFRL', 'NLIAB', 'NTHFT', 'NUTLWA'];['Brand', 'Ansvar', 'Tyveri og Hærværk', 'Vandskade'];København
47;17111;40614f79b4667544345605672249c0328146e901;2019-10-01 10:00:00.000;141.0;['NBFRL', 'NACOM', 'HealthDentalType', 'NTHFT', 'NLIAB', 'HealthPermanentInjuryType'];['Brand', 'Computer & tablet', 'Tandskade', 'Tyveri og Hærværk', 'Ansvar', 'Varigt men'];Fyn
48;34178;c58a54de92061b1311c9470f2531c3e9848f2d3d;2020-11-09 09:08:10.460;153.0;['NACOM', 'HealthDentalType', 'NLIAB', 'NTHFT', 'NUTLWA', 'HealthPermanentInjuryType', 'NBFRL'];['Computer & tablet', 'Tandskade', 'Ansvar', 'Tyveri og Hærværk', 'Vandskade', 'Varigt men', 'Brand'];København
49;18363;b27d7b973708e3226c1cd97ecdf1d9c3aee24b6c;2019-10-15 15:46:23.854;403.0;['NBFRL', 'NAMOB', 'NACLO', 'NAFUR', 'HealthPermanentInjuryType', 'NLIAB', 'NTHFT', 'NACOM', 'NAGLS', 'HovdingType', 'HealthDentalType'];['Brand', 'Mobiltelefon', 'Tøj & sko', 'Møbler', 'Varigt men', 'Ansvar', 'Tyveri og Hærværk', 'Computer & tablet', 'Briller', 'Hövding', 'Tandskade'];Vestjylland
50;24244;1d58da57d45d64edf6f55270bba4e8c648e1e800;2020-02-01 08:33:09.503;296.0;['NLIAB', 'NTHFT', 'NUTLWE', 'NAMOB', 'HealthPermanentInjuryType', 'NBFRL', 'NUTLWA', 'NBKET', 'NACOM', 'HealthDentalType'];['Ansvar', 'Tyveri og Hærværk', 'Vejrskade', 'Mobiltelefon', 'Varigt men', 'Brand', 'Vandskade', 'Cykeltyveri', 'Computer & tablet', 'Tandskade'];Østjylland
51;26355;76e127291f7b21b9e18d269f372f9d88b2b469fb;2020-05-31 22:00:00.000;88.0;['NUTLWA', 'NBFRL', 'NLIAB', 'NTHFT'];['Vandskade', 'Brand', 'Ansvar', 'Tyveri og Hærværk'];København
52;29483;159ab1e36f5551c0d2fff532fa18528e5e564d18;2020-06-30 05:04:23.138;15.0;['HovdingType'];['Hövding'];Østjylland
53;27719;f68a08233df1595d560b704f1c1d66b9f7826f76;2020-04-30 13:21:19.788;54.0;['NLIAB', 'NBFRL'];['Ansvar', 'Brand'];København
54;34294;7c134887c5886349ada7c0d31f2be23ba8a6d632;2020-11-14 01:44:34.307;15.0;['HovdingType'];['Hövding'];Vestsjælland
55;4635;4a6c24188c096d8aae4bfbedbdef6e6d6219759e;2019-03-17 10:52:25.580;314.0;['NBKET', 'NAGLS', 'NACOM', 'NTHFT', 'NLIAB', 'NATCL', 'NAOEL', 'NAMOB', 'NBFRL', 'NUTLWA'];['Cykeltyveri', 'Briller', 'Computer & tablet', 'Tyveri og Hærværk', 'Ansvar', 'Kælder- og loftsrum', 'TV & HiFi', 'Mobiltelefon', 'Brand', 'Vandskade'];Østjylland
56;23342;3616fded537a86148419e6e5a9be64a601467d39;2020-01-06 07:34:13.992;174.0;['NTHFT', 'NLIAB', 'NBFRL', 'NUTLWA'];['Tyveri og Hærværk', 'Ansvar', 'Brand', 'Vandskade'];København
57;19920;8b9c92b7af0468c9443083982ace84171d84dde4;2019-11-06 14:48:43.473;339.0;['NLIAB', 'NTHFT', 'HealthPermanentInjuryType', 'NBFRL', 'NUTLWA', 'HealthDentalType'];['Ansvar', 'Tyveri og Hærværk', 'Varigt men', 'Brand', 'Vandskade', 'Tandskade'];Nordjylland
58;8360;15260e72fcac76d018c077b8092031f02c6cc2ca;2019-12-24 13:30:31.852;94.0;['NUTLWA', 'NATCL', 'NTHFT', 'NACAM', 'NBFRL', 'NLIAB', 'NACOM'];['Vandskade', 'Kælder- og loftsrum', 'Tyveri og Hærværk', 'Kamera', 'Brand', 'Ansvar', 'Computer & tablet'];Vestjylland
59;4742;8e3c8d91dcc57263455d1dabfb4ced9a6dd6bbdc;2019-03-19 12:15:30.336;105.0;['NTHFT', 'NLIAB', 'NBFRL', 'NUTLWA'];['Tyveri og Hærværk', 'Ansvar', 'Brand', 'Vandskade'];Nordjylland
60;36764;6ce5b1b4338b25de9dc0be439bf0043593782568;2021-02-06 09:54:25.921;171.0;['HealthPermanentInjuryType', 'NUTLWA', 'NBKET', 'NLIAB', 'NTHFT', 'HealthDentalType', 'NBFRL'];['Varigt men', 'Vandskade', 'Cykeltyveri', 'Ansvar', 'Tyveri og Hærværk', 'Tandskade', 'Brand'];Østjylland
61;26395;32ca33e0ec8740a681064677d9916d5a920abec5;2020-04-01 10:00:00.000;147.0;['NAFUR', 'NACLO', 'NLIAB', 'NBFRL', 'HealthDentalType', 'NUTLWA', 'NTHFT', 'GlassBreakageType', 'NACOM', 'HealthPermanentInjuryType'];['Møbler', 'Tøj & sko', 'Ansvar', 'Brand', 'Tandskade', 'Vandskade', 'Tyveri og Hærværk', 'Glas & Sanitet', 'Computer & tablet', 'Varigt men'];Vestjylland
62;30885;c37d1229fdcd864b596610f49864a01dab993a03;2020-08-06 14:13:18.235;529.0;['HealthPermanentInjuryType', 'NACOM', 'GlassBreakageType', 'NTHFT', 'HealthDentalType', 'NAMOB', 'HovdingType', 'NLIAB', 'NBFRL'];['Varigt men', 'Computer & tablet', 'Glas & Sanitet', 'Tyveri og Hærværk', 'Tandskade', 'Mobiltelefon', 'Hövding', 'Ansvar', 'Brand'];Fyn
63;14675;3a4dbbd3b9752e84c3386f57045305661e310dbb;2019-10-08 20:00:42.962;43.0;['HealthDentalType', 'NLIAB', 'NAMOB'];['Tandskade', 'Ansvar', 'Mobiltelefon'];Nordjylland
64;13716;a23df04b41f39671a55eb47f9c7f28616c77dfe7;2019-08-18 19:14:20.748;97.0;['NLIAB', 'NTHFT', 'NAMOB', 'NAOEL', 'NBFRL', 'NUTLWA', 'NACOM'];['Ansvar', 'Tyveri og Hærværk', 'Mobiltelefon', 'TV & HiFi', 'Brand', 'Vandskade', 'Computer & tablet'];Sydvestjylland
65;28408;2b97d808c79c6f4a168a316da5f341e7d91caef6;2020-05-26 16:27:58.428;138.0;['HeadPhonesType', 'NBFRL', 'NLIAB', 'NAFUR', 'NAOEL', 'NUTLWA', 'NTHFT'];['Høretelefoner', 'Brand', 'Ansvar', 'Møbler', 'TV & HiFi', 'Vandskade', 'Tyveri og Hærværk'];København
66;7344;1ca426f6bef0391de00593a413e9b54f0a4d8bb6;2019-05-19 22:00:00.000;84.0;['NUTLWA', 'NBKET', 'NLIAB', 'NTHFT', 'NBFRL'];['Vandskade', 'Cykeltyveri', 'Ansvar', 'Tyveri og Hærværk', 'Brand'];Sydvestjylland
67;11461;e3eb1487b0a4409565c53a86fd15217eec9bf70e;2019-07-17 14:33:30.162;107.0;['NACOM', 'NAMOB', 'NAOEL'];['Computer & tablet', 'Mobiltelefon', 'TV & HiFi'];Østjylland
68;1608;3f57472d455df19a61cc73c226c8804f597b7539;2019-01-14 21:58:24.007;38.0;['NACOM', 'NACLO', 'NLIAB', 'NAOEL'];['Computer & tablet', 'Tøj & sko', 'Ansvar', 'TV & HiFi'];Østjylland
69;432;501ab40c8c3c2da55e107f9e381a9655beeae19e;2019-10-01 09:12:07.191;97.0;['NAMOB', 'NACOM'];['Mobiltelefon', 'Computer & tablet'];København
70;16073;6e292dad7bbc235244d60956db7c64d3153775f2;2019-09-13 10:35:37.380;213.0;['NACOM', 'HealthDentalType', 'NLIAB', 'NLEGL', 'NTHFT', 'NAGLS', 'NAMOB', 'HealthPermanentInjuryType', 'NUTLWA', 'NBFRL'];['Computer & tablet', 'Tandskade', 'Ansvar', 'Retshjælp', 'Tyveri og Hærværk', 'Briller', 'Mobiltelefon', 'Varigt men', 'Vandskade', 'Brand'];Nordjylland
71;17868;93e62963f5fa85d88de9af7c60aa0d1ffac1d36d;2019-11-12 11:11:26.347;362.0;['NATCL', 'NUTLWA', 'GlassBreakageType', 'NBFRL', 'NAMOB', 'NAOEL', 'HealthDentalType', 'NLIAB', 'NTHFT', 'NLEGL', 'HeadPhonesType', 'NACOM', 'NAFUR', 'HealthPermanentInjuryType'];['Kælder- og loftsrum', 'Vandskade', 'Glas & Sanitet', 'Brand', 'Mobiltelefon', 'TV & HiFi', 'Tandskade', 'Ansvar', 'Tyveri og Hærværk', 'Retshjælp', 'Høretelefoner', 'Computer & tablet', 'Møbler', 'Varigt men'];København
72;11735;7f72335c7f64e3900f0c1103394e19f1d0518563;2019-11-12 18:43:07.999;82.0;['NAMOB'];['Mobiltelefon'];Nordsjælland
73;19249;8920f442ad04549635da64154df4522b33fe44c5;2019-10-29 12:55:24.150;343.0;['NACOM', 'HealthPermanentInjuryType', 'NTHFT', 'NBFRL', 'NAOEL', 'NAMOB', 'NLIAB', 'NUTLWA'];['Computer & tablet', 'Varigt men', 'Tyveri og Hærværk', 'Brand', 'TV & HiFi', 'Mobiltelefon', 'Ansvar', 'Vandskade'];Nordsjælland
74;1010;28311f41b614798b9a42a4bea40f02785a6b0d5d;2018-09-30 22:00:00.000;120.0;['NTHFT', 'NLIAB', 'NBKET', 'NBFRL', 'NUTLWA'];['Tyveri og Hærværk', 'Ansvar', 'Cykeltyveri', 'Brand', 'Vandskade'];Vestsjælland
75;28839;bcea9eec2495bceda0107843aa2c1a2fe6336fdd;2020-06-11 10:00:00.000;62.0;['HealthDentalType', 'HealthPermanentInjuryType'];['Tandskade', 'Varigt men'];Sydøstjylland
76;36020;39a0ab8f38ce4b6563c22d6cc9a4ba1c977d3d2a;2021-03-31 22:00:00.000;119.0;['HealthPermanentInjuryType', 'NLIAB', 'NBFRL', 'NTHFT', 'NUTLWA'];['Varigt men', 'Ansvar', 'Brand', 'Tyveri og Hærværk', 'Vandskade'];Østjylland
77;543;7615504c247744b3c3394106feae7817893c8bd3;2018-06-19 10:05:52.024;90.0;['NBFRL', 'NUTLWA', 'NTHFT', 'NLIAB'];['Brand', 'Vandskade', 'Tyveri og Hærværk', 'Ansvar'];København
78;15723;5c1eb868536444bef50b7c217309c00f23428606;2019-09-09 08:48:40.917;26.0;['HealthDentalType', 'HovdingType'];['Tandskade', 'Hövding'];Østjylland
79;2457;23729b575f7cdc978500e39dbc6b3b2f92185eee;2019-02-28 23:00:00.000;303.0;['NTEXT', 'NTHFT', 'NLIAB', 'NLEGL', 'NAMOB', 'NATCL', 'NBKET', 'NBFRL', 'NUTLWA', 'NUTLWE', 'HealthPermanentInjuryType'];['Udland & Bagage', 'Tyveri og Hærværk', 'Ansvar', 'Retshjælp', 'Mobiltelefon', 'Kælder- og loftsrum', 'Cykeltyveri', 'Brand', 'Vandskade', 'Vejrskade', 'Varigt men'];København
80;15098;748c4024f375077c2bab6147b4cc18834b1c8147;2019-09-01 23:52:00.739;183.0;['NBFRL', 'NUTLWA', 'NAGLS', 'NLIAB', 'NTHFT', 'NAMOB', 'HealthDentalType'];['Brand', 'Vandskade', 'Briller', 'Ansvar', 'Tyveri og Hærværk', 'Mobiltelefon', 'Tandskade'];Vestsjælland
81;2608;173194b84a54fd85d9abe4e0c9fa398e14fb6d4a;2019-01-24 09:11:52.328;158.0;['NTHFT', 'NLIAB', 'HealthDentalType', 'NAMOB', 'NBFRL', 'NLEGL'];['Tyveri og Hærværk', 'Ansvar', 'Tandskade', 'Mobiltelefon', 'Brand', 'Retshjælp'];København
82;15065;51322006261d86885c9778c1aab67eb0dfdec76b;2019-09-01 18:00:17.912;189.0;['NBFRL', 'NTHFT', 'NATCL', 'GlassBreakageType', 'NLIAB', 'NLEGL', 'NUTLWE', 'NUTLWA', 'NBKET'];['Brand', 'Tyveri og Hærværk', 'Kælder- og loftsrum', 'Glas & Sanitet', 'Ansvar', 'Retshjælp', 'Vejrskade', 'Vandskade', 'Cykeltyveri'];Vestjylland
83;5487;dd05282dc36f937b54e75cee7c6255331ff5f02c;2019-07-28 11:25:25.610;65.0;['NAMOB'];['Mobiltelefon'];Nordjylland
84;18962;351fb429aa4e0beb879d8d85cd7b8389d5cc597b;2019-10-25 09:37:57.400;120.0;['NLIAB', 'NBFRL', 'HealthPermanentInjuryType', 'NUTLWA', 'NTHFT', 'NACOM', 'HealthDentalType'];['Ansvar', 'Brand', 'Varigt men', 'Vandskade', 'Tyveri og Hærværk', 'Computer & tablet', 'Tandskade'];Vestjylland
85;20556;7d775f7b4b2286752384df32d34634c906dcb0de;2019-11-14 16:47:13.051;121.0;['NAOEL', 'NAGLS', 'NACOM', 'NAMOB'];['TV & HiFi', 'Briller', 'Computer & tablet', 'Mobiltelefon'];Østjylland
86;25668;090f13c69a937bb06e80269f56d92e9b915da9f6;2020-02-14 11:44:12.573;127.0;['NLIAB', 'NACOM', 'NBKET', 'NTHFT'];['Ansvar', 'Computer & tablet', 'Cykeltyveri', 'Tyveri og Hærværk'];København
87;7496;77b7760ce7aef74351a4562d8ae3fc8e157c75bb;2019-06-30 22:00:00.000;192.0;['NLIAB', 'NBFRL', 'HealthPermanentInjuryType', 'NTHFT', 'NUTLWA', 'NBKET'];['Ansvar', 'Brand', 'Varigt men', 'Tyveri og Hærværk', 'Vandskade', 'Cykeltyveri'];København
88;19580;71f887a5bf3e469bcd6c093398b8a70edab5e2b9;2019-11-02 11:55:56.800;94.0;['NLIAB', 'NTHFT', 'NBFRL', 'NUTLWA'];['Ansvar', 'Tyveri og Hærværk', 'Brand', 'Vandskade'];Østjylland
89;32602;248002c293f3e7968231932bbc459b2ec933d3fc;2021-01-30 22:46:34.515;147.0;['GlassBreakageType', 'HealthPermanentInjuryType', 'NUTLWA', 'NLIAB', 'HealthDentalType', 'NUTLWE', 'NTHFT', 'NBFRL'];['Glas & Sanitet', 'Varigt men', 'Vandskade', 'Ansvar', 'Tandskade', 'Vejrskade', 'Tyveri og Hærværk', 'Brand'];Nordjylland
90;10288;edccd3f8d2ee2a4d6716fc74b7dbdaa433607004;2020-07-13 13:43:58.785;32.0;['NAMOB'];['Mobiltelefon'];Østjylland
91;16182;9a56c5fe43e952466b6d2d597bde3c540842cca6;2019-09-15 09:44:24.083;306.0;['NLIAB', 'NTHFT', 'NBKET', 'NAOEL', 'HealthDentalType', 'NBFRL', 'NUTLWA', 'NACOM', 'NACLO'];['Ansvar', 'Tyveri og Hærværk', 'Cykeltyveri', 'TV & HiFi', 'Tandskade', 'Brand', 'Vandskade', 'Computer & tablet', 'Tøj & sko'];København
